flight_id,aircraft_id,reg,equip,callsign,flight,schd_from,schd_to,real_to,reserved
44109357,9003691,A6-FDI,B738,FDB436,FZ436,HYD,DXB,DXB,
44109272,,N950AN,B738,AAL1398,AA1398,LAX,ORD,ORD,
44109508,12595998,C-FTJH,B738,SWG600,WG600,YYZ,CCC,CCC,
44109683,5329451,EY-555,B733,SMR272,SZ272,KJA,LBD,LBD,
44076765,0,,GLF4,GLF4,,,,,
44122789,9044941,PK-WGJ,AT76,WON1802,,SRG,DPS,DPS,
44109536,0,,CL60,CL60,,,,,
44109679,7454087,HL7587,A333,KAL2,KE2,HNL,NRT,NRT,
44109623,13114616,ZK-ZQC,B738,QFA151,QF151,MEL,AKL,AKL,
44109566,7864720,B-HLP,A333,CPA105,CX105,HKG,ADL,ADL,
44109671,11235293,N836NN,B738,AAL1597,AA1597,MEX,ORD,ORD,
44109557,12596410,C-FTZD,B738,SWG361,WG361,PUJ,,,
44109810,0,,,,,,,,
44109596,393249,3B-NBJ,A343,MAU45,MK45,CDG,MRU,MRU,
44076839,10744750,N354AE,SW4,N354AE,,BUR,,,
44109605,0,,C650,C650,,,,,
44109622,14975371,PT-MUC,B77W,TAM8085,JJ8085,LHR,GRU,GRU,
44109549,,N487UA,A320,UAL703,UA703,LAX,EWR,EWR,
44122158,10562514,N175AT,B737,TRS563,FL563,MCO,BWI,BWI,
44109792,11049899,N654AW,A320,AWE404,US404,PHX,PHL,PHL,
44109506,9003430,A6-EYQ,A332,ETD610,EY610,CMN,AUH,AUH,
44109592,,N776SK,CRJ7,SKW5495,OO5495,NAS,ORD,ORD,
44076853,4221067,G-XLEA,A388,BAW26,BA26,HKG,LHR,LHR,
44109797,11087213,N69020,B772,UAL84,UA84,EWR,TLV,TLV,
44109614,0,,,,,,,,
44077022,4805093,CS-TOE,A332,TAP19,TP19,LIS,SSA,SSA,
44109653,,N785SK,CRJ7,SKW5481,OO5481,MCI,SFO,SFO,
44109833,,N534JB,A320,JBU488,B6488,LAX,BOS,BOS,
44117305,9003850,A6-ANL,A320,ABY284,G9284,SAW,SHJ,SHJ,
44109593,10688865,N29907,B788,UAL1004,UA1004,IAH,LAX,LAX,
44109519,7800199,4R-ALG,A332,ALK504,UL504,LHR,CMB,CMB,
44109527,8912954,HS-TGY,B744,THA925,TG925,MUC,BKK,BKK,
44109678,10765704,N37437,B739,UAL1653,UA1653,LAX,ORD,ORD,
44109499,8389513,VT-JEK,B77W,JAI117,9W117,LHR,BOM,BOM,
44117278,7864758,B-HLW,A333,CPA694,CX694,DEL,HKG,HKG,
44109754,4344085,VQ-BCJ,B738,ORB9833,,,,,
44109811,10952442,,,AWE1740,US1740,CLT,PHX,PHX,
44109669,11202107,N803NN,B738,AAL1393,AA1393,JFK,SJO,SJO,
44117287,12615398,C-GWBL,B738,WJA2581,WS2581,CUN,YYZ,YYZ,
44109482,11186177,N788UA,B772,UAL977,UA977,DXB,IAD,IAD,
44109640,10691801,N301UP,B763,UPS2988,5X2988,SDF,BFI,BFI,
44109539,3961352,D-ALPH,A332,BER7494,AB7494,TXL,AUH,AUH,
44109818,4221108,G-ZBAA,A320,MON7593,ZB7593,ACE,LBA,LBA,
44076699,4976687,ELKTRIK2,GRND,ELKTRIK2,,IST,,,
44109589,11214641,N8156Z,BE9L,N8156Z,,,,,
44109585,11004208,N609FE,MD11,FDX912,,MEM,LAX,LAX,
44109702,4196067,G-VFAR,A343,VIR603,VS603,LHR,CPT,CPT,
44109565,3951304,D-ABVH,B744,DLH511,LH511,EZE,FRA,FRA,
44109696,0,,CL30,CL30,,,,,
44109567,3951320,D-ABVX,B744,DLH506,LH506,FRA,GRU,GRU,
44109496,10755625,N36444,B739,UAL1476,UA1476,BOS,DEN,DEN,
44109772,9003335,A6-EHD,A345,ETD8,EY8,FRA,AUH,AUH,
44109724,12589017,C-FJAU,B738,SWG571,WG571,YYZ,SJD,SJD,
44077027,4686712,LN-RKF,A343,SAS943,SK943,CPH,ORD,ORD,
44109466,8390215,VT-SGS,B738,SEJ31,SG31,DEL,RUH,RUH,
44109789,10574522,N187AN,B752,AAL939,AA939,MIA,UIO,UIO,
44076721,15253582,OB-2036-P,B733,PVN125,P9125,LIM,,,
44109624,10491081,N104NN,A321,AAL181,AA181,JFK,LAX,LAX,
44076697,4196213,G-VIIX,B772,BAW7TG,BA227,LHR,ATL,ATL,
44109700,7866934,B-KQD,B77W,CPA256,CX256,LHR,HKG,HKG,
44109745,11016713,N621AW,A320,AWE521,US521,MSP,PHX,PHX,
44109432,10984983,N590HA,B763,HAL443,HA443,HNL,BNE,BNE,
44109613,6293509,4K-AZ05,A319,AHY551,J2551,GYD,OVB,OVB,
44124335,7865948,B-5526,B738,CDG4731,SC4731,TAO,WNZ,WNZ,
44109779,4958678,TC-JNV,A332,THY726,TK726,IST,KTM,KTM,
44109767,7570053,4X-ABG,A320,ISR712,,VAR,TLV,TLV,
44109816,10749964,N359UP,B763,UPS2992,5X2992,DSM,GEG,GEG,
44110055,10906131,N512NK,A319,NKS427,NK427,MSP,TPA,TPA,
44110085,13139993,DQ-FJU,A332,FJI811,FJ811,LAX,NAN,NAN,
44109895,45573,ZS-SXW,A332,SAA237,SA237,LHR,JNB,JNB,
44110057,794723,HP-1723CMP,B738,CMP765,CM765,PTY,CNF,CNF,
44110095,5030105,TF-BBE,B733,BBD6809,,KEF,CGN,CGN,
44110106,4220920,G-TUID,B788,TOM865,BY865,POP,ARN,ARN,
44109964,,N658DL,B752,DAL1490,DL1490,DTW,LAS,LAS,
44077372,11251527,N852FD,B77F,FDX98,FX98,HKG,MEM,MEM,
44077200,9003249,A6-EDP,A388,UAE413,EK413,SYD,DXB,DXB,
44109922,311338,5Y-KQY,B763,KQA112,KQ112,NBO,CDG,CDG,
44117378,8945813,VN-A666,A320,VJC8661,VJ8661,HAN,SGN,SGN,
44122807,8915016,HS-BBH,A320,AIQ2540,FD2540,DMK,MFM,MFM,
44110175,10707284,N317FE,DC10,FDX3711,FX3711,IND,PHX,PHX,
44109958,10997442,N602AW,A320,AWE404,US404,PHL,PHX,PHX,
44110124,9003029,A6-EKQ,A332,UAE570,EK570,DXB,CCU,CCU,
44077274,3958117,D-AIKE,A333,DLH434,LH434,MUC,ORD,ORD,
44110038,8389974,VT-JBP,B738,JAI565,9W565,DMM,TRV,TRV,
44110211,10532627,N145UP,A306,UPS2506,5X2506,DSM,MHR,MHR,
44109906,10904405,N510VL,A320,VOI931,Y4931,SJC,GDL,GDL,
44117389,9015579,B-18722,B744,CAL5321,,,,,
44110213,11018119,N622VA,A320,VRD166,VX166,LAX,EWR,EWR,
44110183,4221255,G-STBG,B77W,BAW27,BA27,LHR,HKG,HKG,
44109932,10517761,N130UP,A306,UPS2978,,DFW,GEG,GEG,
44077319,11363349,N962FD,B752,FDX1543,,MEM,FSD,FSD,
44110110,4805096,CS-TOH,A332,TAP76,TP76,GIG,LIS,LIS,
44110096,12587525,C-FGVK,B738,SWG622,WG622,YYZ,VRA,VRA,
44109988,,N33266,B738,UAL1523,UA1523,BOS,SFO,SFO,
44109996,11014319,N619FE,MD11,FDX916,,SAT,ELP,ELP,
44109877,4661076,HA-LWM,A320,WZZ3VR,W63172,MAD,OTP,OTP,
44109959,3956471,D-AGWW,A319,GWI8MR,4U7765,ZRH,HAM,HAM,
44110168,3958127,D-AIKO,A333,DLH401,LH401,JFK,FRA,FRA,
44110133,0,,LJ45,LJ45,,,,,
44109924,10692418,N302FE,DC10,FDX3727,FX3727,IND,ONT,ONT,
44109941,12612676,C-GSAT,A310,TSC755,TS755,CUN,YWG,YWG,
44110204,0,,GLF5,GLF5,,,,,
44122806,12585866,C-FEJP,E170,SKV7476,RS7476,YYZ,EWR,EWR,
44110092,8390011,VT-PPW,A321,AIC952,AI952,HYD,VTZ,VTZ,
44109870,0,,GLF5,GLF5,,,,,
44077402,12613810,C-GTSJ,A332,TSC243,TS243,LGW,YVR,YVR,
44109856,12605624,C-GHPN,B763,ROU1852,,LAS,YYZ,YYZ,
44110156,11011466,N616FE,MD11,FDX4,,KIX,NRT,NRT,
44109885,10488045,N101FE,B763,FDX3713,FX3713,IND,SAN,SAN,
44109952,8388957,VT-JGF,B738,JAI581,9W581,AUH,DEL,DEL,
44109865,4736491,PH-TFA,B738,TFL409,OR409,AMS,DXB,DXB,
44110067,11222329,N823NN,B738,AAL130,AA130,DCA,DFW,DFW,
44110166,7866140,B-2083,B77F,CKK206,CK206,AMS,PVG,PVG,
44110155,3956470,D-AGWV,A319,GWI4G,4U7751,VIE,HAM,HAM,
44109966,,N75429,B737,UAL1599,UA1599,ORD,RIC,RIC,
44110123,0,,GLEX,GLEX,,,,,
44109853,15204889,CC-CQN,A320,LAN753,LA753,GRU,SCL,SCL,
44110058,8143573,VH-NHJ,F100,NHJ,,PER,,,
44109967,0,,C25C,C25C,,,,,
44110018,11224890,N826AW,A319,AWE546,US546,PHL,DFW,DFW,
44110103,11233280,N834JB,A320,JBU633,B6633,BOS,SFO,SFO,
44109845,11275204,N87531,B738,UAL1471,UA1471,AUS,SFO,SFO,
44077420,0,,GLF4,GLF4,,,,,
44110049,10850610,N458Q,BE30,N458Q,,LVK,SAC,SAC,
44110112,10652601,N263SG,B744,GTI101,5Y101,LAD,,,
44110084,11079716,N683UF,CL60,N683UF,,ONT,MHT,MHT,
44110075,12591516,C-FMSX,A320,ACA738,AC738,SFO,YYZ,YYZ,
44110200,3957999,D-AIGO,A343,DLH500,LH500,FRA,GIG,GIG,
44109933,4342496,VP-BRH,B738,AFL1750,SU1750,SVO,YKS,YKS,
44110099,,N703JB,A320,JBU190,B6190,SAN,JFK,JFK,
44110555,9003824,A6-FDY,B738,FDB551,FZ551,DXB,CMB,CMB,
44077752,9006769,-,,FIRE16,,DXB,,,
44110599,9003238,A6-EDE,A388,UAE132,EK132,DME,DXB,DXB,
44110457,7735531,AP-BGK,B772,PIA792,PK792,BHX,ISB,ISB,
44110541,7389351,A4O-DD,A333,OMA102,WY102,LHR,MCT,MCT,
44110318,8389933,VT-PPQ,A321,AIC330,AI330,BOM,BKK,BKK,
44110489,12615410,C-GWBX,B737,WJA1942,WS1942,YQM,MCO,MCO,
44110622,4954184,TC-FBH,A320,FMY921,,ARN,,,
44110674,4738987,PH-CDF,B738,CND414,CD414,RAK,NDR,NDR,
44110692,7864778,B-LAE,A333,CPA632,CX632,MAA,HKG,HKG,
44110382,11008613,N613FE,MD11,FDX5604,FX5604,KIX,,,
44110637,9003111,A6-EAD,A332,UAE543,EK543,MAA,DXB,DXB,
44110405,11037995,N642FE,MD11,FDX350,,MEM,OAK,OAK,
44110424,10930815,N537AS,B738,ASA880,AS880,HNL,SEA,SEA,
44110248,8157863,VH-YIH,B738,VOZ552,VA552,PER,SYD,SYD,
44110390,794716,HP-1717CMP,B738,CMP205,CM205,PTY,BSB,BSB,
44110241,4196647,G-VEIL,A346,VIR604M,VS604,CPT,LHR,LHR,
44110504,10868858,N476MC,B744,ETD936,EY936,PVG,MAA,MAA,
44110250,3754498,F-GSQC,B77W,AFFGSQC,,CDG,,,
44110222,853945,XA-FUA,A320,AIJ2410,4O2410,MEX,TIJ,TIJ,
44110539,11101559,N704X,B752,DAL409,DL409,JFK,SFO,SFO,
44110251,434352,A7-BCL,B788,QTR66,QR66,FRA,DOH,DOH,
44110223,8122388,B-2069,B772,CCA980,CA980,BKK,PEK,PEK,
44110523,3951403,D-ABYK,B748,DLH796,LH796,FRA,HKG,HKG,
44110463,11071372,N675NW,B744,DAL296,DL296,PVG,NRT,NRT,
44110384,0,,LJ45,LJ45,,,,,
44110677,9006639,-,,APRON3,,AUH,,,
44110496,,N578UA,B752,UAL418,UA418,EWR,SFO,SFO,
44110533,262177,ET-AMQ,B763,ETH714,ET714,ADD,CAI,CAI,
44110272,11118696,N721MT,,N721MT,,VNY,TRM,TRM,
44110471,11072023,N676AW,A320,AWE665,US665,SAN,DCA,DCA,
44122902,853767,XA-AMA,B738,AMX944,AM944,CUN,MEX,MEX,
44110265,10728791,N338UP,B763,UPS2872,,SDF,ABQ,ABQ,
44122883,7866255,B-6803,A320,CES2907,MU2907,WUX,CAN,CAN,
44077618,9003253,A6-EDT,A388,UAE323,EK323,ICN,DXB,DXB,
44110441,11202833,N804DN,B738,DAL1706,DL1706,LAX,DTW,DTW,
44110276,7782017,9V-OTA,B772,SCO2,TZ2,SIN,SYD,SYD,
44110353,,N906AN,B738,AAL1410,AA1410,LGA,MIA,MIA,
44110667,8153871,VH-VFL,A320,JST82,JQ82,DRW,BNE,BNE,
44110695,10563637,N176HQ,E190,RPA5279,,,,,
44110672,,N510UA,,UAL637,UA637,SFO,JFK,JFK,
44110438,7454549,HL7755,B772,AAR522,OZ522,LHR,ICN,ICN,
44110611,4344268,VQ-BKJ,A321,SVR100,U6100,DME,OVB,OVB,
44110370,11294824,N895FD,B77F,FDX1,FX1,STN,,,
44110652,10659730,N270MC,,N270MC,,VLD,CGF,CGF,
44110274,,N57868,B753,UAL1039,UA1039,AUA,EWR,EWR,
44110278,11000584,N605NK,A320,NKS318,NK318,RSW,MSP,MSP,
44110220,11105991,N709JB,A320,JBU178,B6178,LAS,BOS,BOS,
44095608,3754507,F-GSQL,B77W,AFR381,AF381,PEK,CDG,CDG,
44122884,11364642,N963UW,E190,AWE1825,US1825,PHL,IAH,IAH,
44110634,4939008,-,,MAGELAN3,,GVA,,,
44110493,,N335AA,B762,AAL16,AA16,SFO,JFK,JFK,
44110430,11242551,N843NN,B738,AAL1566,AA1566,ORD,MIA,MIA,
44110694,10731294,N340UP,B763,UPS2922,,SDF,LAX,LAX,
44110464,0,,E55P,E55P,,,,,
44110477,0,,,,,,,,
44110331,0,,GLF4,GLF4,,,,,
44110341,10724891,N334QT,A332,TPA842,QT842,CWB,VCP,VCP,
44110686,794683,HP-1535CMP,B738,CMP127,CM127,PTY,VVI,VVI,
44110576,11139598,N742AX,B762,ABX2241,GB2241,,,,
44110482,,N960AN,B738,AAL1307,AA1307,LAX,BNA,BNA,
44110629,11054835,N659JB,A320,JBU1075,B61075,PVD,MCO,MCO,
44110623,11037082,N641GT,B763,GTI8194,,,,,
44110563,10514307,N127UP,A306,UPS2592,5X2592,SDF,BIL,BIL,
44110427,9003748,A6-AFF,A333,ETD4,EY4,MUC,AUH,AUH,
44110546,,N831UA,A319,UAL260,UA260,SEA,IAD,IAD,
44110734,10762435,N371NW,A320,DAL1500,DL1500,DTW,DEN,DEN,
44122978,0,,C680,C680,,,,,
44084727,11194899,N797AN,B772,AAL175,AA175,DFW,NRT,NRT,
44110884,3416844,EC-JPU,A346,IBE6856,IB6856,EZE,MAD,MAD,
44084728,7864672,B-HXF,A343,CPA207,CX207,HKG,DME,DME,
44111032,,N579UA,B752,UAL645,UA645,SFO,BOS,BOS,
44110870,11020626,N625FE,MD11,FDX28,FX28,KIX,,,
44110773,8933743,HS-TKO,B77W,THA954,TG954,BKK,OSL,OSL,
44110817,0,,,,,,,,
44110952,4735054,PH-BFL,B744,KLM736,KL736,CUR,AMS,AMS,
44111071,12615845,C-GWSQ,B737,WJA2791,WS2791,GCM,YYZ,YYZ,
44110989,10704765,N314UP,B763,UPS2804,,SDF,DEN,DEN,
44110996,3769359,F-HBAP,A320,AAF273,ZI273,ORY,BJA,BJA,
44110730,11261585,N862DA,B772,DAL252,DL252,DTW,AMS,AMS,
44078297,4958505,TC-JII,A343,THY91,TK91,ICN,IST,IST,
44078183,4595468,OH-LTS,A333,FIN89,AY89,HEL,BKK,BKK,
44110746,15205152,CC-AIC,A319,SKU122,H2122,SCL,LSC,LSC,
44111024,8133705,VH-FVF,PC12,FVF,,ADL,,,
44078310,434249,A7-ACK,A332,QTR803,QR803,KIX,DOH,DOH,
44110704,9003292,A6-ECU,B77W,UAE371,EK371,BKK,DXB,DXB,
44111060,11207821,N809NW,A333,DAL258,DL258,MSP,AMS,AMS,
44110826,9003392,A6-EEA,A388,UAE303,EK303,PVG,DXB,DXB,
44110779,11209365,N810NN,B738,AAL1647,AA1647,MIA,MEX,MEX,
44111014,0,,C680,C680,,,,,
44110701,12612672,C-GSAP,GLEX,CGSAP,,YUL,FXE,FXE,
44110940,4196039,G-BZHB,B763,BAW26AV,BA634,LHR,ATH,ATH,
44110792,5023176,EI-DVE,A320,EIN877,EI877,ACE,ORK,ORK,
44111073,4197719,G-VBLU,A346,VIR601,VS601,LHR,JNB,JNB,
44110932,7389353,A4O-BG,B738,OMA251,WY251,MCT,MAA,MAA,
44110896,7786219,9V-SWK,B77W,SIA15,SQ15,SFO,ICN,ICN,
44110844,14978271,PR-PDC,AT76,PTB2224,P32224,VDC,SSA,SSA,
44111012,11142558,N745FD,A306,FDX536,,MEM,PDX,PDX,
44111038,10708822,N3183M,C414,N3183M,,ORF,IAD,IAD,
44110834,4574792,OY-SRH,B762,SRR7829,,,,,
44078208,8133071,VH-FDT,BE20,FD436,FD436,BNE,,,
44122991,5046530,LX-VCC,B748,CLX699,CV699,OVB,,,
44078284,9006761,-,,FIRE11,,DXB,,,
44078056,4921606,HB-JMK,A343,SWR188,LX188,ZRH,PVG,PVG,
44111092,7832931,YK-AKC,A320,SYR504,RB504,,,,
44110984,,N908AN,B738,AAL1565,AA1565,SAN,ORD,ORD,
44110828,8145187,VH-OQD,A388,QFA10,QF10,LHR,DXB,DXB,
44111018,0,,C56X,C56X,,,,,
44110747,10529774,N142UP,A306,UPS2038,5X2038,DFW,EWR,EWR,
44111039,7569514,4X-EKP,B738,ELY254,LY254,MUC,TLV,TLV,
44110917,11203784,N805DN,B739,DAL1145,DL1145,DTW,SFO,SFO,
44110921,4981204,YU-AOU,B733,JAT1325,,AER,BEG,BEG,
44110855,11078735,N682TA,A320,TPU957,T0957,,,,
44124380,0,,B737,B737,C6642,,,,
44110862,,N466AA,MD82,AAL1472,AA1472,ORD,PHX,PHX,
44078112,0,,C680,C680,,,,,
44110783,10519901,N13227,B738,UAL151,UA151,GUM,KIX,KIX,
44110829,11304586,N904FE,C208,N904FE,,OGG,,,
44110771,7389349,A4O-DB,A333,OMA817,WY817,MCT,BKK,BKK,
44110867,12615614,C-GWJT,B737,WJA2703,WS2703,MBJ,YYZ,YYZ,
44106559,10492032,N105NN,A321,AAL133,AA133,JFK,LAX,LAX,
44110803,8790574,JA622J,B763,JAL710,JL710,SIN,NRT,NRT,
44110943,11250923,N851VA,A320,VRD27,VX27,JFK,SFO,SFO,
44110753,45555,ZS-SXE,A343,SAA280,SA280,JNB,PER,PER,
44110762,0,,CL30,CL30,,,,,
44111011,10978630,N584FE,MD11,FDX2806,FX2806,ITO,LAX,LAX,
44110724,8389511,VT-JEH,B77W,JAI76,9W76,BOM,HKG,HKG,
44110847,11231146,N8319F,B738,SWA3146,WN3146,OMA,PHX,PHX,
44078098,11366203,N965FE,C208,N965FE,,PDX,,,
44110914,11345213,N944NN,B738,AAL1578,AA1578,DFW,YUL,YUL,
44111308,794739,HP-1821CMP,B738,CMP111,CM111,PTY,SCL,SCL,
44111364,7865424,B-6113,A332,CCA908,CA908,GRU,MAD,MAD,
44111421,11057266,N661FE,A306,FDX362,,MEM,BOI,BOI,
44111385,4343140,VQ-BRJ,B748,ABW498,RU498,PVG,SVO,SVO,
44111209,262154,ET-ALC,B763,ETH689,ET689,DEL,ADD,ADD,
44111301,0,,BE40,BE40,,,,,
44111258,8154424,VH-VUY,B738,VOZ712,VA712,PER,ADL,ADL,
44111135,8153911,VH-VGP,A320,JST224,JQ224,ZQN,SYD,SYD,
44111331,4456947,OE-LVL,F100,AUA770B,OS770,PRN,VIE,VIE,
44045628,14787599,LV-ZPO,A342,ARG1132,AR1132,EZE,MAD,MAD,
44111152,11174677,N777AN,B772,AAL183,AA183,LAX,PVG,PVG,
44111295,7668322,9M-MTO,A333,MAS5433,,,,,
44111359,3761578,F-GZNK,B77W,AFR258,AF258,CDG,SGN,SGN,
44111236,11153638,N756FX,C208,N756FX,,ANC,,,
44111120,4458145,OE-IBZ,B733,TAY8003,,,,,
44078645,3425094,EC-LYF,A333,IBE6117,IB6117,MAD,MIA,MIA,
44111438,853807,XA-BAV,A320,AIJ2931,4O2931,BOG,MEX,MEX,
44111113,9003537,A6-EGP,B77W,UAE150,EK150,AMS,DXB,DXB,
44111430,853439,XA-VOP,A319,VOI5961,Y45961,LAS,GDL,GDL,
44111330,10489947,N103FE,B763,FDX540,,MEM,SJC,SJC,
44111471,4938878,-,,ANTENNA,,GVA,,,
44111403,10719185,N329AT,B737,TRS1235,FL1235,PUJ,MDW,MDW,
44111207,10951040,N557AV,A319,AVA257,AV257,CUN,BOG,BOG,
44045878,9011342,P2-JON,BE20,JON,,POM,,,
44111121,4195859,G-CIVK,B744,BAW138,BA138,BOM,LHR,LHR,
44111146,,N143DA,B763,DAL1105,DL1105,SLC,HNL,HNL,
44111424,10534800,N14735,B737,UAL137,UA137,GUM,NGO,NGO,
44111188,11231917,N8324A,B738,SWA4302,WN4302,CMH,LAS,LAS,
44111267,,N843UA,A319,UAL500,UA500,SFO,BWI,BWI,
44111341,12587611,C-FGYS,A320,ACA148,AC148,YVR,YYZ,YYZ,
44078623,0,,GLF4,GLF4,,,,,
44111361,4343291,VQ-BLR,B748,ABW405,RU405,SVO,MXP,MXP,
44111296,4805095,CS-TOG,A332,TAP58,TP58,BSB,LIS,LIS,
44111334,12595764,C-FTAH,B738,SWG574,WG574,SJD,YUL,YUL,
44111449,11054133,N658UA,B763,UAL971,UA971,LHR,IAH,IAH,
44111211,10998392,N603AV,A320,TAI570,TA570,SAL,JFK,JFK,
44111199,4195972,G-VIIL,B772,BAW64M,BA64,NBO,LHR,LHR,
44111436,0,,,,,,,,
44111353,9003248,A6-EDO,A388,A6EDO,,YYZ,DXB,DXB,
44111196,11314696,N914FD,B752,FDX378,,MEM,BIL,BIL,
44111468,11246518,N847VA,A320,VRD232,VX232,LAX,ORD,ORD,
44111130,794773,HP-1834CMP,B738,CMP725,CM725,PTY,GRU,GRU,
44111123,0,,GLF4,GLF4,,,,,
44111432,3754484,F-GSPU,B772,AFR23,AF23,JFK,CDG,CDG,
44111337,10713928,N323US,A320,DAL816,DL816,CZM,MSP,MSP,
44111352,9044588,PK-GPL,A332,GIA89,GA89,AUH,CGK,CGK,
44078521,7812352,4R-ALA,A332,ALK506,UL506,LHR,CMB,CMB,
44111247,10962508,N568TA,A321,TPU966,T0966,EZE,,,
44111303,3747623,F-GLZH,A343,AFR853,AF853,CAY,ORY,ORY,
44111248,9003816,A6-ETK,B77W,ETD461,EY461,MEL,AUH,AUH,
44111456,4196211,G-VIIV,B772,BAW2154,BA2154,BGI,LGW,LGW,
44111355,11332249,N931NN,B738,AAL1076,AA1076,SNA,ORD,ORD,
44111222,10706333,N316FE,DC10,FDX597,,MEM,SEA,SEA,
44111374,13114250,ZK-PBI,B738,VOZ64,VA64,BNE,WLG,WLG,
44111288,8126912,VH-AMQ,BE20,AM242,AM242,SYD,,,
44111448,11178781,N78013,B772,UAL91,UA91,TLV,EWR,EWR,
44111312,853776,XA-AMJ,B738,AMX642,AM642,MEX,LAX,LAX,
44111175,11074034,N678FE,A306,FDX371,,MEM,TUS,TUS,
44111473,8836734,JA8286,B763,ANA8421,NH8421,OKA,BKK,BKK,
44111233,9003247,A6-EDN,A388,UAE434,,BNE,AKL,AKL,
44111534,10939478,N545UW,A321,AWE671,US671,JFK,PHX,PHX,
44111816,4342040,VP-BKC,A320,AFL1478,SU1478,SVO,ABA,ABA,
44111779,,N937DN,MD90,DAL1151,DL1151,MSP,SFO,SFO,
44111808,8994935,A9C-AP,A320,GFA17,GF17,BAH,FRA,FRA,
44111706,13139497,AWYS11,GRND,AWYS11,,AKL,,,
44111488,,N768SK,CRJ7,SKW4971,OO4971,CMH,DEN,DEN,
44111667,3761384,F-GZHI,B738,TVF789R,TO3402,ORY,OPO,OPO,
44111685,4648970,-,,BRG3,,SKG,,,
44111597,9003390,A6-EGF,B77W,UAE126,EK126,VIE,DXB,DXB,
44084883,9015712,B-18210,B744,CAL8,CI8,TPE,LAX,LAX,
44111734,,N642RW,E170,TCF3523,S53523,DTW,DEN,DEN,
44117641,7405637,HZ-AKS,B772,SVA836,SV836,JED,SIN,SIN,
44111725,10775882,N38454,B739,UAL1041,UA1041,SFO,ORD,ORD,
44111783,4509734,OO-TAF,B463,TAY076B,,,,,
44111845,7864560,B-6123,A332,CES561,MU561,PVG,SYD,SYD,
44111680,,N988DL,MD88,DAL1779,DL1779,LGA,FLL,FLL,
44078858,3413529,EC-IIH,A343,IBE6253,IB6253,MAD,JFK,JFK,
44079063,8158949,VH-ZCN,BE20,CFH27,,DRW,,,
44111746,10988741,N594FE,MD11,FDX917,,MEM,ONT,ONT,
44079003,8814534,JA734A,B77W,ANA11,NH11,ORD,NRT,NRT,
44111661,0,,E55P,E55P,,,,,
44111776,12598261,C-FWSI,B737,WJA2653,WS2653,SXM,YYZ,YYZ,
44111777,8389856,VT-ALR,B77W,AIC112,AI112,LHR,DEL,DEL,
44111650,9003138,A6-ERC,A345,UAE705,EK705,DXB,SEZ,SEZ,
44111717,,N552UA,B752,UAL727,UA727,SFO,IAD,IAD,
44111634,,N645AA,B752,AAL1697,AA1697,JFK,MIA,MIA,
44111556,10749630,N359FE,DC10,FDX907,,MEM,GEG,GEG,
44111873,,N621CZ,E170,CPZ5702,CP5702,MCI,LAX,LAX,
44111724,8153880,VH-VFU,A320,JST963,JQ963,CNS,ADL,ADL,
44111745,4958541,TC-JJM,B77W,THY21,TK21,PEK,IST,IST,
44111757,7454612,HL7794,A333,AAR231,OZ231,HNL,ICN,ICN,
44111738,,N154DL,B763,DAL417,DL417,JFK,LAX,LAX,
44111715,3754516,F-GSQU,B77W,AFR4031,AF4031,ATL,CDG,CDG,
44111596,9003599,A6-ABP,A320,A6ABP,,SHJ,,,
44111619,0,,GLF4,GLF4,,,,,
44111842,,N526UA,B752,UAL390,UA390,SFO,ORD,ORD,
44078868,0,,GLEX,GLEX,,,,,
44111583,11256466,N857NN,B738,AAL1189,AA1189,YVR,DFW,DFW,
44111869,10992545,N598FE,MD11,FDX781,,MEM,PDX,PDX,
44111756,8834804,JA805A,B788,ANA208,NH208,MUC,NRT,NRT,
44111763,3754502,F-GSQG,B77W,AFR3831,AF3831,DXB,CDG,CDG,
44111541,15205439,CC-BFB,A320,LAN971,LA971,IQQ,SCL,SCL,
44117630,8390185,VT-IEG,A320,IGO23,6E23,DEL,DXB,DXB,
44111856,5024528,EI-FBV,A321,KGL9507,7K9507,DME,,,
44079058,9006787,-,,FCOM,,DXB,,,
44111855,7569577,4X-EAR,B763,ELY326,LY326,CDG,TLV,TLV,
44078821,9003379,A6-EWA,B77L,UAE319,EK319,NRT,DXB,DXB,
44111874,3769760,F-HBNA,A320,FHBNA,,ORY,,,
44111512,12588890,C-FIVX,B77W,ACA7,AC7,YVR,HKG,HKG,
44111821,,N698DL,B752,DAL1128,DL1128,SLC,JFK,JFK,
44111615,8145185,VH-OQB,A388,QFA2,QF2,LHR,DXB,DXB,
44111660,10954945,N560UW,A321,AWE783,US783,PHL,LAX,LAX,
44079059,4196157,G-BYGE,B744,BAW197,BA197,LHR,IAH,IAH,
44078916,0,,E55P,E55P,,,,,
44111519,12585627,C-FEAK,B738,SWG512,WG512,CUN,YYZ,YYZ,
44111775,4343155,VQ-BQB,B77W,AFL1482,SU1482,SVO,KJA,KJA,
44111689,8157876,VH-YIU,B738,VOZ1432,VA1432,DRW,PER,PER,
44111630,98402,5A-LAI,A320,LAA252,LN252,TIP,JED,JED,
44112120,10629595,N240VA,RV12,N240VA,,,,,
44112173,10954945,N560UW,A321,AWE2070,US2070,LAX,CLT,CLT,
44079327,4195811,G-CIVH,B744,BAW287,BA287,LHR,SFO,SFO,
